barcode	annotation
"cell_6077"	"ETC"
"cell_6078"	"ETC"
"cell_6079"	"DC"
"cell_6080"	"ETC"
"cell_6081"	"CAF"
"cell_6082"	"CAF"
"cell_6083"	"ETC"
"cell_6084"	"ETC"
"cell_6085"	"ETC"
"cell_6086"	"ETC"
"cell_6087"	"ETC"
"cell_6088"	"ETC"
"cell_6089"	"ETC"
"cell_6090"	"ETC"
"cell_6091"	"CAF"
"cell_6092"	"ETC"
"cell_6093"	"ETC"
"cell_6094"	"ETC"
"cell_6095"	"ETC"
"cell_6096"	"ETC"
"cell_6097"	"ETC"
"cell_6098"	"ETC"
"cell_6099"	"CAF"
"cell_6100"	"ETC"
"cell_6101"	"CAF"
"cell_6102"	"ETC"
"cell_6103"	"CAF"
"cell_6104"	"ETC"
"cell_6105"	"ETC"
"cell_6106"	"ETC"
"cell_6107"	"ETC"
"cell_6108"	"ETC"
"cell_6109"	"ETC"
"cell_6110"	"ETC"
"cell_6111"	"TAM"
"cell_6112"	"ETC"
"cell_6113"	"ETC"
"cell_6114"	"ETC"
"cell_6115"	"ETC"
"cell_6116"	"ETC"
"cell_6117"	"ETC"
"cell_6118"	"ETC"
"cell_6119"	"ETC"
"cell_6120"	"ETC"
"cell_6121"	"ETC"
"cell_6122"	"ETC"
"cell_6123"	"ETC"
"cell_6124"	"ETC"
"cell_6125"	"CAF"
"cell_6126"	"ETC"
"cell_6127"	"ETC"
"cell_6128"	"CAF"
"cell_6129"	"ETC"
"cell_6130"	"ETC"
"cell_6131"	"CAF"
"cell_6132"	"ETC"
"cell_6133"	"ETC"
"cell_6134"	"ETC"
"cell_6135"	"ETC"
"cell_6136"	"ETC"
"cell_6137"	"ETC"
"cell_6138"	"ETC"
"cell_6139"	"ETC"
"cell_6140"	"ETC"
"cell_6141"	"ETC"
"cell_6142"	"ETC"
"cell_6143"	"ETC"
"cell_6144"	"ETC"
"cell_6145"	"ETC"
"cell_6146"	"CAF"
"cell_6147"	"ETC"
"cell_6148"	"CAF"
"cell_6149"	"TAM"
"cell_6150"	"ETC"
"cell_6151"	"ETC"
"cell_6152"	"ETC"
"cell_6153"	"ETC"
"cell_6154"	"CAF"
"cell_6155"	"ETC"
"cell_6156"	"ETC"
"cell_6157"	"ETC"
"cell_6158"	"ETC"
"cell_6159"	"ETC"
"cell_6160"	"ETC"
"cell_6161"	"ETC"
"cell_6162"	"ETC"
"cell_6163"	"ETC"
"cell_6164"	"ETC"
"cell_6165"	"CAF"
"cell_6166"	"ETC"
"cell_6167"	"CAF"
"cell_6168"	"ETC"
"cell_6169"	"ETC"
"cell_6170"	"ETC"
"cell_6171"	"ETC"
"cell_6172"	"ETC"
"cell_6173"	"ETC"
"cell_6174"	"ETC"
"cell_6175"	"ETC"
"cell_6176"	"ETC"
"cell_6177"	"ETC"
"cell_6178"	"CAF"
"cell_6179"	"ETC"
"cell_6180"	"ETC"
"cell_6181"	"ETC"
"cell_6182"	"ETC"
"cell_6183"	"ETC"
"cell_6184"	"ETC"
"cell_6185"	"ETC"
"cell_6186"	"ETC"
"cell_6187"	"ETC"
"cell_6188"	"ETC"
"cell_6189"	"ETC"
"cell_6190"	"ETC"
"cell_6191"	"ETC"
"cell_6192"	"ETC"
"cell_6193"	"ETC"
"cell_6194"	"ETC"
"cell_6195"	"ETC"
"cell_6196"	"ETC"
"cell_6197"	"ETC"
"cell_6198"	"ETC"
"cell_6199"	"ETC"
"cell_6200"	"ETC"
"cell_6201"	"ETC"
"cell_6202"	"CAF"
"cell_6203"	"ETC"
"cell_6204"	"ETC"
"cell_6205"	"ETC"
"cell_6206"	"TAM"
"cell_6207"	"ETC"
"cell_6208"	"ETC"
"cell_6209"	"ETC"
"cell_6210"	"ETC"
"cell_6211"	"ETC"
"cell_6212"	"ETC"
"cell_6213"	"ETC"
"cell_6214"	"TAM"
"cell_6215"	"ETC"
"cell_6216"	"TAM"
"cell_6217"	"ETC"
"cell_6218"	"ETC"
"cell_6219"	"TAM"
"cell_6220"	"ETC"
"cell_6221"	"ETC"
"cell_6222"	"ETC"
"cell_6223"	"ETC"
"cell_6224"	"ETC"
"cell_6225"	"CAF"
"cell_6226"	"ETC"
"cell_6227"	"ETC"
"cell_6228"	"ETC"
"cell_6229"	"ETC"
"cell_6230"	"ETC"
"cell_6231"	"ETC"
"cell_6232"	"ETC"
"cell_6233"	"ETC"
"cell_6234"	"ETC"
"cell_6235"	"CAF"
"cell_6236"	"ETC"
"cell_6237"	"ETC"
"cell_6238"	"ETC"
"cell_6239"	"ETC"
"cell_6240"	"ETC"
"cell_6241"	"ETC"
"cell_6242"	"ETC"
"cell_6243"	"ETC"
"cell_6244"	"DC"
"cell_6245"	"ETC"
"cell_6246"	"ETC"
"cell_6247"	"ETC"
"cell_6248"	"ETC"
"cell_6249"	"ETC"
"cell_6250"	"ETC"
"cell_6251"	"ETC"
"cell_6252"	"ETC"
"cell_6253"	"ETC"
"cell_6254"	"ETC"
"cell_6255"	"ETC"
"cell_6256"	"ETC"
"cell_6257"	"ETC"
"cell_6258"	"ETC"
"cell_6259"	"ETC"
"cell_6260"	"ETC"
"cell_6261"	"ETC"
"cell_6262"	"ETC"
"cell_6263"	"ETC"
"cell_6264"	"ETC"
"cell_6265"	"ETC"
"cell_6266"	"CAF"
"cell_6267"	"CAF"
"cell_6268"	"ETC"
"cell_6269"	"ETC"
"cell_6270"	"ETC"
"cell_6271"	"CAF"
"cell_6272"	"ETC"
"cell_6273"	"ETC"
"cell_6274"	"ETC"
"cell_6275"	"ETC"
"cell_6276"	"ETC"
"cell_6277"	"ETC"
"cell_6278"	"ETC"
"cell_6279"	"ETC"
"cell_6280"	"ETC"
"cell_6281"	"ETC"
"cell_6282"	"ETC"
"cell_6283"	"ETC"
"cell_6284"	"ETC"
"cell_6285"	"ETC"
"cell_6286"	"ETC"
"cell_6287"	"CAF"
"cell_6288"	"ETC"
"cell_6289"	"ETC"
"cell_6290"	"ETC"
"cell_6291"	"ETC"
"cell_6292"	"CAF"
"cell_6293"	"CAF"
"cell_6294"	"ETC"
"cell_6295"	"ETC"
"cell_6296"	"CAF"
"cell_6297"	"ETC"
"cell_6298"	"ETC"
"cell_6299"	"ETC"
"cell_6300"	"ETC"
"cell_6301"	"ETC"
"cell_6302"	"CAF"
"cell_6303"	"ETC"
"cell_6304"	"ETC"
"cell_6305"	"TAM"
"cell_6306"	"ETC"
"cell_6307"	"ETC"
"cell_6308"	"CAF"
"cell_6309"	"ETC"
"cell_6310"	"ETC"
"cell_6311"	"CAF"
"cell_6312"	"ETC"
"cell_6313"	"ETC"
"cell_6314"	"ETC"
"cell_6315"	"ETC"
"cell_6316"	"ETC"
"cell_6317"	"ETC"
"cell_6318"	"ETC"
"cell_6319"	"ETC"
"cell_6320"	"ETC"
"cell_6321"	"ETC"
"cell_6322"	"ETC"
"cell_6323"	"DC"
"cell_6324"	"ETC"
"cell_6325"	"ETC"
"cell_6326"	"ETC"
"cell_6327"	"ETC"
"cell_6328"	"ETC"
"cell_6329"	"ETC"
"cell_6330"	"ETC"
"cell_6331"	"ETC"
"cell_6332"	"ETC"
"cell_6333"	"ETC"
"cell_6334"	"CAF"
"cell_6335"	"ETC"
"cell_6336"	"TAM"
"cell_6337"	"ETC"
"cell_6338"	"ETC"
"cell_6339"	"ETC"
"cell_6340"	"ETC"
"cell_6341"	"ETC"
"cell_6342"	"ETC"
"cell_6343"	"ETC"
"cell_6344"	"ETC"
"cell_6345"	"ETC"
"cell_6346"	"ETC"
"cell_6347"	"ETC"
"cell_6348"	"ETC"
"cell_6349"	"ETC"
"cell_6350"	"CAF"
"cell_6351"	"ETC"
"cell_6352"	"ETC"
"cell_6353"	"ETC"
"cell_6354"	"ETC"
"cell_6355"	"ETC"
"cell_6356"	"TAM"
"cell_6357"	"ETC"
"cell_6358"	"ETC"
"cell_6359"	"TAM"
"cell_6360"	"ETC"
"cell_6361"	"CAF"
"cell_6362"	"CAF"
"cell_6363"	"ETC"
"cell_6364"	"CAF"
"cell_6365"	"ETC"
"cell_6366"	"CAF"
"cell_6367"	"ETC"
"cell_6368"	"ETC"
"cell_6369"	"ETC"
"cell_6370"	"ETC"
"cell_6371"	"ETC"
"cell_6372"	"DC"
"cell_6373"	"ETC"
"cell_6374"	"ETC"
"cell_6375"	"CAF"
"cell_6376"	"ETC"
"cell_6377"	"ETC"
"cell_6378"	"ETC"
"cell_6379"	"ETC"
"cell_6380"	"ETC"
"cell_6381"	"ETC"
"cell_6382"	"TAM"
"cell_6383"	"ETC"
"cell_6384"	"ETC"
"cell_6385"	"ETC"
"cell_6386"	"ETC"
"cell_6387"	"ETC"
"cell_6388"	"TAM"
"cell_6389"	"ETC"
"cell_6390"	"ETC"
"cell_6391"	"ETC"
"cell_6392"	"ETC"
"cell_6393"	"ETC"
"cell_6394"	"ETC"
"cell_6395"	"ETC"
"cell_6396"	"ETC"
"cell_6397"	"ETC"
"cell_6398"	"ETC"
"cell_6399"	"ETC"
"cell_6400"	"ETC"
"cell_6401"	"ETC"
"cell_6402"	"ETC"
"cell_6403"	"ETC"
"cell_6404"	"ETC"
"cell_6405"	"ETC"
"cell_6406"	"ETC"
"cell_6407"	"ETC"
"cell_6408"	"ETC"
"cell_6409"	"ETC"
"cell_6410"	"ETC"
"cell_6411"	"ETC"
"cell_6412"	"DC"
"cell_6413"	"ETC"
"cell_6414"	"ETC"
"cell_6415"	"ETC"
"cell_6416"	"CAF"
"cell_6417"	"ETC"
"cell_6418"	"ETC"
"cell_6419"	"ETC"
"cell_6420"	"ETC"
"cell_6421"	"CAF"
"cell_6422"	"TAM"
"cell_6423"	"ETC"
"cell_6424"	"ETC"
"cell_6425"	"ETC"
"cell_6426"	"ETC"
"cell_6427"	"ETC"
"cell_6428"	"ETC"
"cell_6429"	"TAM"
"cell_6430"	"ETC"
"cell_6431"	"ETC"
"cell_6432"	"ETC"
"cell_6433"	"ETC"
"cell_6434"	"ETC"
"cell_6435"	"ETC"
"cell_6436"	"ETC"
"cell_6437"	"ETC"
"cell_6438"	"ETC"
"cell_6439"	"CAF"
"cell_6440"	"ETC"
"cell_6441"	"ETC"
"cell_6442"	"ETC"
"cell_6443"	"ETC"
"cell_6444"	"ETC"
"cell_6445"	"ETC"
"cell_6446"	"ETC"
"cell_6447"	"CAF"
"cell_6448"	"ETC"
"cell_6449"	"CAF"
"cell_6450"	"ETC"
"cell_6451"	"ETC"
"cell_6452"	"ETC"
"cell_6453"	"ETC"
"cell_6454"	"CAF"
"cell_6455"	"ETC"
"cell_6456"	"ETC"
"cell_6457"	"ETC"
"cell_6458"	"ETC"
"cell_6459"	"ETC"
"cell_6460"	"ETC"
"cell_6461"	"ETC"
"cell_6462"	"ETC"
"cell_6463"	"CAF"
"cell_6464"	"CAF"
"cell_6465"	"ETC"
"cell_6466"	"ETC"
"cell_6467"	"ETC"
"cell_6468"	"ETC"
"cell_6469"	"ETC"
"cell_6470"	"ETC"
"cell_6471"	"ETC"
"cell_6472"	"ETC"
"cell_6473"	"ETC"
"cell_6474"	"ETC"
"cell_6475"	"ETC"
"cell_6476"	"ETC"
"cell_6477"	"ETC"
"cell_6478"	"CAF"
"cell_6479"	"ETC"
"cell_6480"	"ETC"
"cell_6481"	"ETC"
"cell_6482"	"ETC"
"cell_6483"	"ETC"
"cell_6484"	"ETC"
"cell_6485"	"ETC"
"cell_6486"	"ETC"
"cell_6487"	"ETC"
"cell_6488"	"ETC"
"cell_6489"	"ETC"
"cell_6490"	"ETC"
"cell_6491"	"CAF"
"cell_6492"	"ETC"
"cell_6493"	"ETC"
"cell_6494"	"ETC"
"cell_6495"	"ETC"
"cell_6496"	"ETC"
"cell_6497"	"ETC"
"cell_6498"	"ETC"
"cell_6499"	"ETC"
"cell_6500"	"CAF"
"cell_6501"	"CAF"
"cell_6502"	"ETC"
"cell_6503"	"TAM"
"cell_6504"	"ETC"
"cell_6505"	"ETC"
"cell_6506"	"ETC"
"cell_6507"	"ETC"
"cell_6508"	"ETC"
"cell_6509"	"CAF"
"cell_6510"	"ETC"
"cell_6511"	"ETC"
"cell_6512"	"ETC"
"cell_6513"	"ETC"
"cell_6514"	"ETC"
"cell_6515"	"ETC"
"cell_6516"	"ETC"
"cell_6517"	"CAF"
"cell_6518"	"ETC"
"cell_6519"	"ETC"
"cell_6520"	"ETC"
"cell_6521"	"ETC"
"cell_6522"	"TAM"
"cell_6523"	"TIL"
"cell_6524"	"ETC"
"cell_6525"	"ETC"
"cell_6526"	"ETC"
"cell_6527"	"ETC"
"cell_6528"	"CAF"
"cell_6529"	"ETC"
"cell_6530"	"ETC"
"cell_6531"	"ETC"
"cell_6532"	"CAF"
"cell_6533"	"ETC"
"cell_6534"	"ETC"
"cell_6535"	"ETC"
"cell_6536"	"ETC"
"cell_6537"	"ETC"
"cell_6538"	"ETC"
"cell_6539"	"ETC"
"cell_6540"	"ETC"
"cell_6541"	"ETC"
"cell_6542"	"TAM"
"cell_6543"	"ETC"
"cell_6544"	"ETC"
"cell_6545"	"ETC"
"cell_6546"	"ETC"
"cell_6547"	"ETC"
"cell_6548"	"ETC"
"cell_6549"	"ETC"
"cell_6550"	"ETC"
"cell_6551"	"DC"
"cell_6552"	"CAF"
"cell_6553"	"ETC"
"cell_6554"	"ETC"
"cell_6555"	"ETC"
"cell_6556"	"ETC"
"cell_6557"	"ETC"
"cell_6558"	"ETC"
"cell_6559"	"ETC"
"cell_6560"	"ETC"
"cell_6561"	"ETC"
"cell_6562"	"ETC"
"cell_6563"	"ETC"
"cell_6564"	"ETC"
"cell_6565"	"ETC"
"cell_6566"	"DC"
"cell_6567"	"ETC"
"cell_6568"	"ETC"
"cell_6569"	"ETC"
"cell_6570"	"ETC"
"cell_6571"	"ETC"
"cell_6572"	"ETC"
"cell_6573"	"ETC"
"cell_6574"	"ETC"
"cell_6575"	"ETC"
"cell_6576"	"CAF"
"cell_6577"	"ETC"
"cell_6578"	"ETC"
"cell_6579"	"ETC"
"cell_6580"	"ETC"
"cell_6581"	"ETC"
"cell_6582"	"ETC"
"cell_6583"	"ETC"
"cell_6584"	"ETC"
"cell_6585"	"TAM"
"cell_6586"	"ETC"
"cell_6587"	"ETC"
"cell_6588"	"ETC"
"cell_6589"	"CAF"
"cell_6590"	"CAF"
"cell_6591"	"ETC"
"cell_6592"	"ETC"
"cell_6593"	"CAF"
"cell_6594"	"ETC"
"cell_6595"	"ETC"
"cell_6596"	"ETC"
"cell_6597"	"ETC"
"cell_6598"	"ETC"
"cell_6599"	"ETC"
"cell_6600"	"ETC"
"cell_6601"	"ETC"
"cell_6602"	"ETC"
"cell_6603"	"ETC"
"cell_6604"	"ETC"
"cell_6605"	"ETC"
"cell_6606"	"TAM"
"cell_6607"	"ETC"
"cell_6608"	"DC"
"cell_6609"	"ETC"
"cell_6610"	"ETC"
"cell_6611"	"ETC"
"cell_6612"	"ETC"
"cell_6613"	"CAF"
"cell_6614"	"ETC"
"cell_6615"	"ETC"
"cell_6616"	"ETC"
"cell_6617"	"ETC"
"cell_6618"	"ETC"
"cell_6619"	"ETC"
"cell_6620"	"ETC"
"cell_6621"	"ETC"
"cell_6622"	"ETC"
"cell_6623"	"ETC"
"cell_6624"	"ETC"
"cell_6625"	"ETC"
"cell_6626"	"ETC"
"cell_6627"	"ETC"
"cell_6628"	"CAF"
"cell_6629"	"TAM"
"cell_6630"	"CAF"
"cell_6631"	"ETC"
"cell_6632"	"ETC"
"cell_6633"	"ETC"
"cell_6634"	"ETC"
"cell_6635"	"CAF"
"cell_6636"	"ETC"
"cell_6637"	"TAM"
"cell_6638"	"ETC"
"cell_6639"	"ETC"
"cell_6640"	"ETC"
"cell_6641"	"ETC"
"cell_6642"	"ETC"
"cell_6643"	"ETC"
"cell_6644"	"ETC"
"cell_6645"	"ETC"
"cell_6646"	"ETC"
"cell_6647"	"ETC"
"cell_6648"	"ETC"
"cell_6649"	"ETC"
"cell_6650"	"ETC"
"cell_6651"	"ETC"
"cell_6652"	"CAF"
"cell_6653"	"ETC"
"cell_6654"	"CAF"
"cell_6655"	"ETC"
"cell_6656"	"DC"
"cell_6657"	"TAM"
"cell_6658"	"ETC"
"cell_6659"	"ETC"
"cell_6660"	"ETC"
"cell_6661"	"ETC"
"cell_6662"	"TAM"
"cell_6663"	"ETC"
"cell_6664"	"ETC"
"cell_6665"	"ETC"
"cell_6666"	"ETC"
"cell_6667"	"ETC"
"cell_6668"	"ETC"
"cell_6669"	"ETC"
"cell_6670"	"ETC"
"cell_6671"	"CAF"
"cell_6672"	"ETC"
"cell_6673"	"ETC"
"cell_6674"	"ETC"
"cell_6675"	"ETC"
"cell_6676"	"ETC"
"cell_6677"	"ETC"
"cell_6678"	"ETC"
"cell_6679"	"ETC"
"cell_6680"	"CAF"
"cell_6681"	"ETC"
"cell_6682"	"ETC"
"cell_6683"	"ETC"
"cell_6684"	"CAF"
"cell_6685"	"ETC"
"cell_6686"	"ETC"
"cell_6687"	"ETC"
"cell_6688"	"ETC"
"cell_6689"	"ETC"
"cell_6690"	"ETC"
"cell_6691"	"ETC"
"cell_6692"	"ETC"
"cell_6693"	"ETC"
"cell_6694"	"CAF"
"cell_6695"	"ETC"
"cell_6696"	"ETC"
"cell_6697"	"ETC"
"cell_6698"	"ETC"
"cell_6699"	"ETC"
"cell_6700"	"CAF"
"cell_6701"	"ETC"
"cell_6702"	"ETC"
"cell_6703"	"ETC"
"cell_6704"	"ETC"
"cell_6705"	"ETC"
"cell_6706"	"ETC"
"cell_6707"	"ETC"
"cell_6708"	"ETC"
"cell_6709"	"ETC"
"cell_6710"	"ETC"
"cell_6711"	"ETC"
"cell_6712"	"ETC"
"cell_6713"	"ETC"
"cell_6714"	"ETC"
"cell_6715"	"ETC"
"cell_6716"	"ETC"
"cell_6717"	"ETC"
"cell_6718"	"ETC"
"cell_6719"	"ETC"
"cell_6720"	"ETC"
"cell_6721"	"CAF"
"cell_6722"	"ETC"
"cell_6723"	"ETC"
"cell_6724"	"ETC"
"cell_6725"	"ETC"
"cell_6726"	"ETC"
"cell_6727"	"ETC"
"cell_6728"	"ETC"
"cell_6729"	"ETC"
"cell_6730"	"ETC"
"cell_6731"	"ETC"
"cell_6732"	"ETC"
"cell_6733"	"ETC"
"cell_6734"	"ETC"
"cell_6735"	"ETC"
"cell_6736"	"ETC"
"cell_6737"	"ETC"
"cell_6738"	"ETC"
"cell_6739"	"ETC"
"cell_6740"	"CAF"
"cell_6741"	"ETC"
"cell_6742"	"ETC"
"cell_6743"	"ETC"
"cell_6744"	"TAM"
"cell_6745"	"ETC"
"cell_6746"	"ETC"
"cell_6747"	"ETC"
"cell_6748"	"ETC"
"cell_6749"	"ETC"
"cell_6750"	"ETC"
"cell_6751"	"ETC"
"cell_6752"	"TAM"
"cell_6753"	"TAM"
"cell_6754"	"ETC"
"cell_6755"	"ETC"
"cell_6756"	"CAF"
"cell_6757"	"ETC"
"cell_6758"	"ETC"
"cell_6759"	"TAM"
"cell_6760"	"ETC"
"cell_6761"	"ETC"
"cell_6762"	"ETC"
"cell_6763"	"ETC"
"cell_6764"	"ETC"
"cell_6765"	"CAF"
"cell_6766"	"ETC"
"cell_6767"	"ETC"
"cell_6768"	"ETC"
"cell_6769"	"CAF"
"cell_6770"	"ETC"
"cell_6771"	"ETC"
"cell_6772"	"ETC"
"cell_6773"	"ETC"
"cell_6774"	"ETC"
"cell_6775"	"ETC"
"cell_6776"	"ETC"
"cell_6777"	"ETC"
"cell_6778"	"ETC"
"cell_6779"	"TAM"
"cell_6780"	"TAM"
"cell_6781"	"ETC"
"cell_6782"	"ETC"
"cell_6783"	"ETC"
"cell_6784"	"ETC"
"cell_6785"	"CAF"
"cell_6786"	"ETC"
"cell_6787"	"ETC"
"cell_6788"	"ETC"
"cell_6789"	"ETC"
"cell_6790"	"ETC"
"cell_6791"	"CAF"
"cell_6792"	"ETC"
"cell_6793"	"ETC"
"cell_6794"	"ETC"
"cell_6795"	"ETC"
"cell_6796"	"ETC"
"cell_6797"	"ETC"
"cell_6798"	"ETC"
"cell_6799"	"ETC"
"cell_6800"	"ETC"
"cell_6801"	"TAM"
"cell_6802"	"ETC"
"cell_6803"	"ETC"
"cell_6804"	"ETC"
"cell_6805"	"ETC"
"cell_6806"	"ETC"
"cell_6807"	"ETC"
"cell_6808"	"ETC"
"cell_6809"	"ETC"
"cell_6810"	"ETC"
"cell_6811"	"ETC"
"cell_6812"	"ETC"
"cell_6813"	"DC"
"cell_6814"	"ETC"
"cell_6815"	"ETC"
"cell_6816"	"ETC"
"cell_6817"	"ETC"
"cell_6818"	"ETC"
"cell_6819"	"ETC"
"cell_6820"	"ETC"
"cell_6821"	"ETC"
"cell_6822"	"ETC"
"cell_6823"	"ETC"
"cell_6824"	"ETC"
"cell_6825"	"ETC"
"cell_6826"	"ETC"
"cell_6827"	"ETC"
"cell_6828"	"CAF"
"cell_6829"	"ETC"
"cell_6830"	"ETC"
"cell_6831"	"ETC"
"cell_6832"	"ETC"
"cell_6833"	"ETC"
"cell_6834"	"CAF"
"cell_6835"	"ETC"
"cell_6836"	"ETC"
"cell_6837"	"ETC"
"cell_6838"	"ETC"
"cell_6839"	"TAM"
"cell_6840"	"ETC"
"cell_6841"	"ETC"
"cell_6842"	"ETC"
"cell_6843"	"ETC"
"cell_6844"	"ETC"
"cell_6845"	"ETC"
"cell_6846"	"ETC"
"cell_6847"	"ETC"
"cell_6848"	"TAM"
"cell_6849"	"ETC"
"cell_6850"	"ETC"
"cell_6851"	"ETC"
"cell_6852"	"ETC"
"cell_6853"	"TAM"
"cell_6854"	"ETC"
"cell_6855"	"ETC"
"cell_6856"	"ETC"
"cell_6857"	"ETC"
"cell_6858"	"CAF"
"cell_6859"	"ETC"
"cell_6860"	"CAF"
"cell_6861"	"ETC"
"cell_6862"	"ETC"
"cell_6863"	"ETC"
"cell_6864"	"ETC"
"cell_6865"	"ETC"
"cell_6866"	"ETC"
"cell_6867"	"TAM"
"cell_6868"	"ETC"
"cell_6869"	"ETC"
"cell_6870"	"ETC"
"cell_6871"	"CAF"
"cell_6872"	"ETC"
"cell_6873"	"ETC"
"cell_6874"	"TAM"
"cell_6875"	"ETC"
"cell_6876"	"ETC"
"cell_6877"	"CAF"
"cell_6878"	"CAF"
"cell_6879"	"ETC"
"cell_6880"	"ETC"
"cell_6881"	"ETC"
"cell_6882"	"ETC"
"cell_6883"	"ETC"
"cell_6884"	"ETC"
"cell_6885"	"TAM"
"cell_6886"	"ETC"
"cell_6887"	"ETC"
"cell_6888"	"ETC"
"cell_6889"	"DC"
"cell_6890"	"ETC"
"cell_6891"	"ETC"
"cell_6892"	"ETC"
"cell_6893"	"ETC"
"cell_6894"	"DC"
"cell_6895"	"ETC"
"cell_6896"	"ETC"
"cell_6897"	"CAF"
"cell_6898"	"ETC"
"cell_6899"	"ETC"
"cell_6900"	"ETC"
"cell_6901"	"ETC"
"cell_6902"	"ETC"
"cell_6903"	"ETC"
"cell_6904"	"ETC"
"cell_6905"	"ETC"
"cell_6906"	"ETC"
"cell_6907"	"ETC"
"cell_6908"	"ETC"
"cell_6909"	"ETC"
"cell_6910"	"ETC"
"cell_6911"	"ETC"
"cell_6912"	"CAF"
"cell_6913"	"ETC"
"cell_6914"	"ETC"
"cell_6915"	"ETC"
"cell_6916"	"ETC"
"cell_6917"	"ETC"
"cell_6918"	"CAF"
"cell_6919"	"ETC"
"cell_6920"	"ETC"
"cell_6921"	"ETC"
"cell_6922"	"ETC"
"cell_6923"	"ETC"
"cell_6924"	"ETC"
"cell_6925"	"ETC"
"cell_6926"	"CAF"
"cell_6927"	"ETC"
"cell_6928"	"ETC"
"cell_6929"	"ETC"
"cell_6930"	"ETC"
"cell_6931"	"ETC"
"cell_6932"	"ETC"
"cell_6933"	"ETC"
"cell_6934"	"ETC"
"cell_6935"	"CAF"
"cell_6936"	"TAM"
"cell_6937"	"ETC"
"cell_6938"	"ETC"
"cell_6939"	"ETC"
"cell_6940"	"ETC"
"cell_6941"	"ETC"
"cell_6942"	"TAM"
"cell_6943"	"ETC"
"cell_6944"	"ETC"
"cell_6945"	"CAF"
"cell_6946"	"CAF"
"cell_6947"	"ETC"
"cell_6948"	"ETC"
"cell_6949"	"CAF"
"cell_6950"	"ETC"
"cell_6951"	"ETC"
"cell_6952"	"ETC"
"cell_6953"	"ETC"
"cell_6954"	"ETC"
"cell_6955"	"ETC"
"cell_6956"	"DC"
"cell_6957"	"ETC"
"cell_6958"	"CAF"
"cell_6959"	"ETC"
"cell_6960"	"ETC"
"cell_6961"	"ETC"
"cell_6962"	"ETC"
"cell_6963"	"DC"
"cell_6964"	"ETC"
"cell_6965"	"ETC"
"cell_6966"	"ETC"
"cell_6967"	"ETC"
"cell_6968"	"ETC"
"cell_6969"	"ETC"
"cell_6970"	"CAF"
"cell_6971"	"ETC"
"cell_6972"	"TAM"
"cell_6973"	"ETC"
"cell_6974"	"ETC"
"cell_6975"	"ETC"
"cell_6976"	"ETC"
"cell_6977"	"ETC"
"cell_6978"	"ETC"
"cell_6979"	"ETC"
"cell_6980"	"ETC"
"cell_6981"	"ETC"
"cell_6982"	"ETC"
"cell_6983"	"ETC"
"cell_6984"	"ETC"
"cell_6985"	"ETC"
"cell_6986"	"ETC"
"cell_6987"	"ETC"
"cell_6988"	"ETC"
"cell_6989"	"ETC"
"cell_6990"	"CAF"
"cell_6991"	"CAF"
"cell_6992"	"ETC"
"cell_6993"	"ETC"
"cell_6994"	"DC"
"cell_6995"	"ETC"
"cell_6996"	"ETC"
"cell_6997"	"ETC"
"cell_6998"	"ETC"
"cell_6999"	"CAF"
"cell_7000"	"ETC"
"cell_7001"	"ETC"
"cell_7002"	"ETC"
"cell_7003"	"ETC"
"cell_7004"	"ETC"
"cell_7005"	"ETC"
"cell_7006"	"ETC"
"cell_7007"	"ETC"
"cell_7008"	"ETC"
"cell_7009"	"TAM"
"cell_7010"	"ETC"
"cell_7011"	"ETC"
"cell_7012"	"ETC"
"cell_7013"	"ETC"
"cell_7014"	"ETC"
"cell_7015"	"ETC"
"cell_7016"	"ETC"
"cell_7017"	"ETC"
"cell_7018"	"CAF"
"cell_7019"	"ETC"
"cell_7020"	"ETC"
"cell_7021"	"ETC"
"cell_7022"	"ETC"
"cell_7023"	"ETC"
"cell_7024"	"ETC"
"cell_7025"	"ETC"
"cell_7026"	"ETC"
"cell_7027"	"ETC"
"cell_7028"	"ETC"
"cell_7029"	"ETC"
"cell_7030"	"ETC"
"cell_7031"	"ETC"
"cell_7032"	"ETC"
"cell_7033"	"ETC"
"cell_7034"	"ETC"
"cell_7035"	"ETC"
"cell_7036"	"ETC"
"cell_7037"	"ETC"
"cell_7038"	"ETC"
"cell_7039"	"ETC"
"cell_7040"	"ETC"
"cell_7041"	"ETC"
"cell_7042"	"TAM"
"cell_7043"	"ETC"
"cell_7044"	"ETC"
"cell_7045"	"ETC"
"cell_7046"	"ETC"
"cell_7047"	"ETC"
"cell_7048"	"ETC"
"cell_7049"	"ETC"
"cell_7050"	"ETC"
"cell_7051"	"ETC"
"cell_7052"	"ETC"
"cell_7053"	"ETC"
"cell_7054"	"ETC"
"cell_7055"	"DC"
"cell_7056"	"ETC"
"cell_7057"	"ETC"
"cell_7058"	"ETC"
"cell_7059"	"ETC"
"cell_7060"	"ETC"
"cell_7061"	"ETC"
"cell_7062"	"ETC"
"cell_7063"	"DC"
"cell_7064"	"ETC"
"cell_7065"	"ETC"
"cell_7066"	"ETC"
"cell_7067"	"ETC"
"cell_7068"	"ETC"
"cell_7069"	"TAM"
"cell_7070"	"ETC"
"cell_7071"	"ETC"
"cell_7072"	"ETC"
"cell_7073"	"ETC"
"cell_7074"	"ETC"
"cell_7075"	"ETC"
"cell_7076"	"ETC"
